Black,Hispanic,Female,Amount,MPHover,Age,OutTown,OutState,StatePol
0,0,0,50,16,53,1,0,0
0,0,1,195,22,41,1,0,0
0,0,1,135,16,25,1,0,0
0,0,0,125,15,37,1,0,0
0,0,0,75,10,67,1,0,0
0,0,0,145,17,22,1,0,0
0,0,0,135,16,24,1,0,0
0,0,0,,17,48,0,0,0
0,0,0,185,21,55,1,0,0
0,0,1,,16,49,1,0,0
0,0,1,145,17,18,1,0,0
0,0,0,155,18,31,1,0,0
0,0,0,,14,19,0,0,0
0,0,1,75,22,19,1,0,0
0,0,0,155,18,40,1,0,0
0,0,0,145,17,25,1,0,0
0,0,1,,13,34,1,0,0
0,0,1,195,22,51,1,0,0
0,0,0,,23,38,1,0,0
0,0,0,,16,29,1,0,0
0,0,0,,14,37,1,0,0
0,0,1,,18,17,1,0,0
0,0,0,125,15,24,1,0,0
0,0,0,135,16,19,1,0,0
0,0,0,,20,45,1,0,0
0,0,0,175,20,32,1,1,0
0,0,1,175,20,29,1,0,0
0,0,0,,14,64,1,1,0
0,0,0,105,13,20,1,1,0
0,0,0,,14,54,1,0,0
0,0,1,85,11,23,1,0,0
0,0,1,175,20,34,1,0,0
0,0,1,,14,37,1,0,0
0,0,0,135,16,40,1,0,0
0,0,0,135,16,49,1,0,0
0,0,1,,10,49,1,0,1
0,0,0,,11,55,1,0,0
0,0,0,155,18,46,1,0,0
0,0,0,115,14,36,1,0,0
0,0,0,125,15,28,1,0,0
0,0,0,50,15,17,1,0,0
0,0,0,,15,51,1,0,0
0,0,1,,16,51,1,0,0
0,0,0,255,28,19,1,0,0
0,0,0,,14,38,1,0,0
0,0,0,,16,50,1,0,0
0,0,0,,20,51,1,0,0
0,0,1,,16,18,0,0,0
0,0,0,50,11,24,1,0,0
0,0,0,,15,51,1,0,0
0,0,1,50,19,22,1,0,0
0,0,1,145,17,39,1,0,0
0,0,0,185,21,24,1,0,0
0,0,1,,15,38,1,0,0
0,0,0,155,18,47,1,0,0
0,0,0,155,18,46,1,1,0
0,0,1,,15,38,1,0,0
0,0,0,135,16,56,1,1,0
0,0,1,,15,45,1,0,0
0,0,0,50,20,18,1,0,0
0,0,1,,22,39,1,0,0
0,0,1,,15,45,1,0,0
0,0,1,50,17,19,1,0,0
0,0,1,80,19,20,1,1,0
0,0,0,125,15,20,1,0,0
0,0,1,,15,39,1,0,0
0,0,0,215,24,47,1,1,0
0,0,1,125,15,26,1,0,0
0,0,1,195,22,19,1,0,0
0,0,0,125,15,17,1,0,0
0,0,0,50,17,30,1,0,0
0,0,1,145,17,50,1,0,0
0,0,1,,15,40,0,0,0
0,0,0,185,21,44,1,0,0
0,0,0,,13,47,1,0,0
0,0,1,,14,24,1,0,0
0,0,0,,16,26,1,0,0
0,0,0,,10,45,1,0,0
0,0,0,,14,42,1,0,0
0,0,0,125,19,19,1,0,0
0,0,0,75,10,37,0,0,0
0,0,0,,12,52,1,0,0
0,0,1,135,16,22,1,0,0
0,0,0,145,17,40,1,0,0
0,0,1,185,21,70,1,0,0
0,0,1,,12,46,0,0,0
0,0,1,,10,38,1,0,0
0,0,1,,15,25,1,1,0
0,0,0,125,15,34,1,0,0
0,0,0,,14,79,1,0,0
0,0,0,115,14,61,0,0,0
0,0,0,205,23,27,1,0,0
0,0,0,,9,83,1,0,1
0,0,0,,13,32,1,1,0
0,0,1,75,17,45,1,0,0
0,0,0,,10,43,1,0,0
0,0,0,,15,35,1,0,0
0,0,0,125,15,19,0,0,0
0,0,0,75,10,58,1,1,0
0,0,0,50,10,24,1,0,1
0,0,0,,15,31,1,0,0
0,0,0,,15,41,1,0,0
1,0,0,,10,20,1,0,0
0,0,0,135,16,33,1,1,0
0,0,0,175,20,26,1,0,0
0,0,0,75,10,39,0,0,0
0,0,1,,18,63,0,0,0
0,0,1,,10,43,1,0,0
0,0,0,,5,63,1,0,1
0,0,0,,17,43,1,0,0
1,0,0,50,22,30,1,0,0
0,0,1,,18,28,1,0,0
0,0,0,,5,20,1,1,0
0,0,1,75,10,43,1,1,0
0,0,0,75,15,24,1,0,0
0,0,1,195,22,35,0,0,0
0,0,1,,14,25,1,1,0
1,0,0,,15,21,1,1,0
0,0,1,,10,26,1,0,0
0,0,0,75,14,36,1,0,0
0,0,1,125,15,48,1,0,0
0,0,0,,13,45,1,0,0
0,0,0,135,16,38,1,0,0
0,1,0,,19,36,1,0,0
0,0,0,155,18,34,1,0,0
0,0,1,,13,38,1,0,0
0,0,0,50,13,23,1,0,0
0,0,0,225,25,33,0,0,0
0,0,1,,13,25,0,0,0
0,0,1,,18,38,1,0,0
0,0,0,120,17,20,1,0,0
1,0,1,75,15,30,1,1,0
1,0,1,,15,21,1,0,0
0,0,0,,14,52,1,0,0
0,0,0,,14,40,0,0,0
0,0,0,,10,46,1,0,0
0,0,0,,16,22,1,0,0
0,0,0,125,15,57,0,0,0
0,0,0,115,14,22,1,0,0
0,0,0,,14,28,1,0,0
1,0,1,,19,24,1,0,0
0,0,0,,12,44,1,0,0
0,0,1,,14,80,1,0,0
0,0,1,,13,26,1,0,0
0,0,1,,10,30,1,0,0
0,0,0,100,18,25,1,0,0
0,0,1,,14,58,1,1,0
1,0,0,,14,36,1,0,0
0,0,0,,14,46,0,0,0
0,0,1,90,14,48,1,0,0
0,0,1,,10,35,0,0,0
0,0,1,,10,38,0,0,0
0,0,0,,15,19,0,0,0
1,0,1,,14,36,1,0,0
0,1,0,,12,27,1,0,0
0,1,0,75,18,31,1,0,0
0,0,0,,15,51,0,0,0
0,0,1,,17,29,1,0,0
0,0,0,,14,50,1,0,0
0,0,0,,13,22,1,0,0
0,0,1,,15,51,1,0,0
0,0,1,125,15,42,0,0,0
0,0,1,100,15,70,1,0,0
0,0,1,75,15,33,0,0,0
1,0,0,,17,55,1,0,0
0,0,1,,14,26,1,0,0
0,0,1,75,15,26,1,0,0
0,0,0,,12,18,1,0,0
0,0,0,,17,30,0,0,0
1,0,1,,16,42,0,0,0
0,1,0,,14,27,1,0,0
0,0,1,125,15,20,1,0,0
0,0,0,,15,49,1,0,0
0,0,0,75,15,39,1,0,0
0,0,0,125,15,25,1,0,0
0,0,0,125,15,36,1,0,0
0,0,0,,13,33,1,0,0
0,0,0,,14,32,1,0,0
0,0,0,,15,45,0,0,0
0,0,1,125,15,21,0,0,0
0,0,1,,20,37,1,0,0
0,0,1,105,13,56,1,0,0
0,0,0,75,21,33,1,0,0
0,0,0,,10,22,0,0,0
0,0,1,,8,22,1,0,0
0,0,0,170,22,23,0,0,0
0,0,1,,10,55,0,0,0
0,0,0,125,15,22,1,0,0
0,0,1,,13,22,1,0,0
0,0,0,,10,33,1,0,0
0,0,1,,10,22,1,1,0
1,0,0,,22,23,1,0,0
0,0,1,125,15,27,0,0,0
0,0,0,,15,71,1,0,0
1,0,1,,10,26,1,0,0
0,0,0,,14,40,1,0,0
0,0,0,,12,59,1,0,0
0,0,0,,11,52,1,0,0
0,0,0,75,17,30,1,0,0
0,0,1,75,18,59,1,0,0
0,0,1,,17,51,0,0,0
0,0,1,,10,38,0,0,0
0,0,1,75,17,47,1,0,0
0,0,0,,15,33,1,1,0
0,0,0,,14,60,1,0,0
0,0,0,,20,23,1,0,0
0,0,1,,10,41,1,0,0
0,1,0,175,20,48,1,0,0
0,0,0,125,15,41,1,0,0
1,0,0,,14,25,1,0,0
0,0,0,75,10,21,1,1,0
0,0,1,175,20,41,0,0,0
0,0,0,,13,61,1,0,0
0,0,1,125,15,42,1,0,0
0,1,1,125,15,38,1,0,0
0,0,0,125,15,27,1,1,0
0,0,0,,14,58,0,0,0
0,0,1,165,19,31,1,0,0
0,0,0,,12,66,1,0,0
0,0,0,,10,32,1,1,0
1,0,0,,15,53,1,0,0
0,0,0,,13,32,1,0,0
0,0,0,75,7,33,1,0,0
0,0,0,,9,69,1,1,0
1,0,0,,17,43,1,0,0
0,0,0,,20,44,0,0,0
0,0,1,75,16,54,1,0,0
0,0,1,,10,60,1,0,0
0,0,0,,16,49,1,0,0
0,0,1,,17,23,1,0,0
0,0,0,,7,31,0,0,0
0,0,0,145,17,27,1,0,0
0,0,0,175,20,66,1,0,0
0,0,0,125,15,28,1,0,0
0,0,1,105,13,22,1,1,0
0,0,1,,17,17,0,0,0
1,0,0,,17,32,1,0,0
0,0,1,,16,32,0,0,0
0,0,0,,20,34,1,0,0
0,1,0,75,19,28,1,0,0
0,0,0,,8,25,1,0,0
0,0,0,,15,23,1,0,0
0,0,1,,18,21,1,0,0
0,0,0,185,16,18,1,0,0
0,0,1,,10,29,1,0,0
0,0,1,,19,34,1,0,0
0,0,0,75,10,30,1,0,0
0,0,1,,13,39,0,0,0
0,0,0,,10,23,1,0,0
1,0,1,,15,27,1,1,0
0,0,1,,16,62,1,0,0
0,0,0,,14,52,0,0,0
0,0,1,,10,30,0,0,0
0,0,1,,14,51,1,0,0
0,0,0,,13,57,1,0,0
0,0,1,,28,53,0,0,0
0,0,1,,13,44,1,0,0
0,0,0,,13,42,1,0,0
0,0,1,,14,67,0,0,0
0,0,1,75,10,18,1,0,0
0,0,0,,10,39,0,0,0
0,1,0,115,14,25,1,1,0
0,0,0,,12,29,0,0,0
0,0,0,,12,52,0,0,0
0,0,0,50,18,21,1,0,0
0,0,1,165,19,20,1,0,0
0,0,0,,10,19,0,0,0
0,0,0,205,23,19,1,0,0
0,0,0,,10,59,1,0,0
0,0,0,,14,37,0,0,0
0,0,1,,8,26,1,0,0
0,0,0,135,16,37,1,0,0
0,0,1,,15,65,0,0,0
0,0,0,125,15,56,1,0,0
0,0,0,,9,50,1,0,0
1,0,1,,10,44,1,0,0
0,0,0,,15,22,1,0,0
0,0,1,,14,47,1,0,0
0,1,0,,14,27,1,0,0
0,0,0,,10,18,0,0,0
0,0,0,,10,40,1,1,0
0,0,0,,16,20,1,0,0
0,0,1,,14,32,1,1,0
0,0,1,,14,49,1,0,0
0,0,0,155,18,25,1,1,0
0,0,1,,11,39,1,0,0
0,0,1,,10,52,1,0,0
0,0,0,125,15,48,1,0,0
0,0,1,,15,21,1,1,0
0,0,0,,13,36,0,0,0
0,0,1,,11,52,1,0,0
0,0,0,195,22,25,1,1,0
0,0,0,,15,33,1,0,0
0,0,0,,8,33,1,0,0
1,0,0,,14,42,1,1,0
0,0,0,,10,32,1,0,0
0,0,0,75,10,39,0,0,0
0,0,1,75,15,69,1,0,0
0,0,0,,11,28,1,0,0
0,0,0,,13,50,0,0,0
0,0,0,,10,40,0,0,0
1,0,0,165,19,27,1,0,0
0,0,0,125,15,21,0,0,0
0,0,1,125,15,19,1,1,0
0,0,0,75,16,17,1,0,0
0,1,1,75,17,27,1,0,0
0,0,0,,19,41,0,0,0
1,0,1,,16,23,1,0,0
0,0,1,,15,54,1,0,0
0,0,0,,14,25,1,0,0
0,0,0,155,18,26,1,0,0
0,0,0,,10,39,0,0,0
0,0,1,,10,48,1,0,0
0,1,0,,16,29,1,0,0
0,0,1,100,15,23,1,1,0
0,0,1,,15,31,0,0,0
0,0,1,,15,23,1,0,0
1,0,1,,10,51,1,0,1
0,0,0,105,13,20,1,0,0
0,0,0,,10,40,1,0,0
0,0,1,,10,74,0,0,0
0,0,1,50,13,83,1,0,0
0,0,1,,14,41,1,0,0
0,0,0,75,19,23,0,0,0
0,1,0,,10,21,1,0,0
0,0,0,,12,31,1,0,0
1,0,0,75,10,24,1,0,0
0,0,0,,11,55,1,0,0
0,0,0,,15,26,1,0,0
0,1,0,,15,24,1,0,0
0,0,1,,12,38,1,0,0
0,0,0,145,17,18,1,0,0
0,0,0,,13,25,1,0,0
0,0,0,,14,34,1,1,0
0,1,0,,15,53,1,0,0
0,0,0,,13,63,1,0,0
0,0,1,75,22,23,1,0,0
0,0,0,,14,47,1,0,0
0,0,1,,16,31,0,0,0
0,0,1,,12,35,1,0,0
0,0,1,,14,27,1,0,0
0,0,1,100,15,42,0,0,0
0,0,0,,15,21,1,0,0
0,0,0,,14,19,1,0,0
0,0,0,,15,35,1,0,0
0,0,1,100,17,57,0,0,0
0,0,0,,13,51,1,0,0
0,0,1,,10,24,1,1,0
1,0,1,155,17,25,1,0,0
0,0,0,195,22,24,0,0,0
0,0,0,135,16,53,1,0,0
0,0,0,,13,18,1,0,0
0,0,0,,18,45,0,0,0
1,0,0,,13,24,1,0,0
0,0,0,,10,55,0,0,0
0,0,1,105,13,37,1,0,0
0,0,0,75,10,31,0,0,0
0,0,0,150,20,42,1,0,0
0,0,0,,13,23,1,1,0
0,0,0,75,20,29,1,0,0
0,0,1,125,15,55,1,0,0
0,0,1,,12,37,0,0,0
0,0,0,,16,38,1,1,0
0,0,0,85,11,26,1,0,0
0,0,1,75,18,33,1,1,0
0,0,0,,10,18,1,0,0
0,0,0,135,21,28,1,0,0
0,0,1,130,17,23,1,0,0
0,0,1,90,14,24,1,0,0
1,0,0,145,17,53,1,0,0
0,0,0,165,19,26,1,0,0
0,0,0,75,20,51,1,0,0
0,0,0,,15,25,1,0,0
0,0,0,,10,38,1,0,0
0,0,0,,15,52,1,0,0
1,0,1,175,20,21,1,0,0
1,0,0,200,25,37,1,1,0
0,0,1,,16,39,1,0,0
0,0,0,,16,38,1,0,0
0,0,1,125,15,53,1,0,0
0,0,1,,10,45,1,0,0
0,0,0,,15,37,1,0,0
0,0,1,175,20,30,1,0,0
1,0,1,125,15,20,1,0,0
0,0,0,235,26,23,1,0,0
0,0,1,,10,44,0,0,0
0,0,0,215,24,53,0,0,0
0,0,1,75,15,45,1,0,0
0,0,1,,15,24,1,0,0
1,0,1,145,17,44,1,0,0
0,0,1,,13,31,1,1,0
0,0,0,125,15,30,1,0,0
0,0,0,,17,20,0,0,0
0,0,0,,10,27,1,0,0
0,0,0,,18,36,0,0,0
0,0,0,95,12,20,0,0,0
0,0,0,155,18,20,1,1,0
0,0,0,,15,53,1,0,0
0,0,0,50,15,22,0,0,0
0,0,1,,12,30,1,0,0
0,0,0,,14,42,1,0,0
0,0,0,,14,49,1,0,0
0,0,0,75,15,37,1,1,0
0,0,0,,15,53,1,0,0
0,0,1,100,16,31,1,1,0
0,0,0,75,21,25,1,0,0
0,0,1,,23,38,1,0,0
0,0,0,75,15,26,1,0,0
0,0,1,,15,50,1,0,0
0,0,1,,12,28,1,0,0
0,0,1,,12,21,0,0,0
0,0,1,125,15,38,1,0,0
0,0,1,,14,22,1,0,0
1,0,0,,17,30,1,0,0
0,0,1,215,24,47,1,0,0
0,0,1,95,12,23,1,0,0
0,0,0,,14,41,1,0,0
0,0,0,50,14,24,0,0,0
0,0,0,,15,29,1,0,0
0,0,0,,19,35,0,0,0
0,0,1,,16,44,1,0,0
1,0,1,,14,27,1,0,0
0,0,0,145,17,24,1,1,0
0,0,1,,12,42,1,0,0
0,0,1,,12,51,1,0,0
0,0,1,,5,20,1,0,1
0,0,0,,16,25,0,0,0
0,0,1,135,16,47,1,1,0
0,0,1,75,15,21,1,1,0
1,0,1,,12,28,1,0,0
0,0,1,,15,30,1,1,0
0,0,1,,14,41,1,0,0
0,0,0,,17,22,1,0,0
1,0,0,,12,30,1,0,0
0,0,0,75,14,20,1,0,0
0,0,0,,14,48,1,0,0
0,0,1,,15,27,1,0,0
1,0,0,235,26,23,1,0,0
0,0,1,145,17,36,1,0,0
0,0,0,75,18,35,0,0,0
0,0,0,,21,28,1,0,0
1,0,0,,10,35,1,0,0
0,0,0,95,12,21,1,1,0
0,0,0,,15,32,0,0,0
0,0,0,100,15,25,1,1,0
0,0,1,,14,18,1,0,0
0,0,0,145,17,43,1,0,0
0,1,0,75,21,34,1,0,0
1,0,0,125,15,36,1,0,0
0,0,0,305,33,50,1,0,0
0,0,0,150,20,49,1,0,0
0,0,1,,10,29,1,0,0
0,0,0,,14,61,1,0,0
0,0,1,,15,28,1,0,0
0,0,0,,10,22,1,0,0
0,0,1,,13,17,0,0,0
0,0,0,,13,25,1,0,0
0,0,0,,15,33,1,0,0
0,0,1,150,20,22,1,1,0
1,0,0,,10,32,1,0,0
1,0,1,,13,23,1,0,0
0,0,1,75,14,35,1,0,0
0,0,0,,15,19,1,0,0
1,0,0,150,20,21,1,0,0
0,0,0,,17,24,1,0,0
1,0,0,,10,51,1,0,0
0,0,0,,15,39,1,0,0
0,0,0,,15,46,1,0,0
0,0,0,125,18,22,0,0,0
0,0,0,,10,76,1,0,0
0,0,1,,10,43,1,0,0
0,0,0,,15,41,1,0,0
0,0,0,150,30,19,1,0,0
1,0,0,,12,39,1,0,0
0,0,0,,10,54,0,0,0
1,0,1,,10,43,1,0,0
0,0,0,,10,22,1,1,0
0,0,0,115,14,24,1,0,0
0,0,1,225,25,27,1,0,0
1,0,1,75,17,49,1,0,0
0,0,0,155,18,63,1,0,0
0,0,0,135,16,45,1,0,0
0,0,1,,14,56,1,0,0
0,0,1,,10,19,1,1,0
0,0,0,,14,49,1,0,0
0,0,1,,15,59,1,0,0
0,0,0,135,16,40,1,1,0
0,0,1,,14,41,1,0,0
0,0,0,,15,50,1,0,0
0,0,0,,14,28,1,0,0
0,0,0,75,19,55,1,0,0
0,0,0,,13,17,0,0,0
0,0,0,,15,29,0,0,0
0,0,0,,10,22,1,0,0
0,0,1,,19,29,1,0,0
0,0,1,,23,28,1,1,0
0,0,0,165,19,39,1,0,0
0,0,0,,13,25,1,0,0
0,0,0,75,18,20,1,0,0
0,0,0,175,20,44,1,0,0
0,0,0,,10,30,1,0,0
1,0,0,,16,43,1,0,0
0,0,0,125,15,24,1,0,0
0,1,1,,12,67,1,0,0
0,0,0,,13,30,1,0,0
0,0,1,,10,25,1,1,0
0,0,1,,16,48,1,0,0
0,0,0,100,15,47,1,0,0
0,0,1,,12,33,1,0,0
0,0,1,,10,24,1,0,0
0,0,0,115,14,22,1,0,0
0,0,1,,15,28,0,0,0
0,0,0,,18,41,1,1,0
0,0,0,,17,34,1,0,0
0,0,1,,15,57,1,0,0
0,0,1,125,15,29,1,0,0
0,0,1,135,16,53,1,0,0
0,0,0,50,16,31,1,0,0
0,0,0,,11,49,0,0,0
0,0,1,,18,46,0,0,0
0,0,1,,15,45,1,0,0
0,0,1,,15,57,0,0,0
1,0,0,,10,45,1,0,0
0,0,0,,13,24,0,0,0
0,0,0,165,19,24,1,0,0
0,0,0,,14,52,1,0,0
0,0,1,95,12,25,1,0,0
0,0,1,,12,44,1,0,0
0,0,0,125,15,32,0,0,0
0,0,0,,15,39,1,0,0
0,0,0,175,20,20,0,0,0
1,0,0,,10,57,1,0,0
0,0,1,165,19,46,1,0,0
0,0,0,,18,48,1,0,0
1,0,0,130,18,42,1,0,0
1,0,0,,14,30,1,0,0
0,0,0,125,15,22,1,0,0
0,0,0,50,15,27,1,0,0
0,0,0,,14,20,1,0,0
0,0,0,,13,28,1,0,0
1,0,0,105,13,25,1,0,0
0,0,1,,14,31,1,0,0
0,0,1,,12,45,1,1,0
0,0,0,,16,30,1,0,0
0,0,1,,10,38,1,0,0
0,0,1,,12,61,1,0,0
0,0,0,,13,21,1,0,0
0,0,1,75,14,42,1,0,0
0,0,1,,12,53,1,0,0
0,0,0,,10,47,1,0,0
0,0,0,75,22,19,0,0,0
0,0,0,,18,28,1,0,0
0,0,1,,17,29,1,0,0
0,0,1,,15,22,1,0,0
1,0,0,75,10,22,1,0,0
0,0,0,,14,45,1,0,0
0,0,1,,15,25,1,0,0
1,0,0,,15,39,0,0,0
0,0,0,,15,22,1,0,0
1,0,0,,15,27,1,0,0
0,0,1,75,15,28,1,0,0
0,1,0,135,16,28,1,0,0
0,0,1,,15,50,1,0,0
0,0,1,,13,61,1,0,0
0,0,0,100,16,22,1,0,0
0,0,1,,10,48,1,0,0
0,0,1,,14,25,0,0,0
1,0,0,,13,25,1,0,0
0,0,1,,14,32,1,0,0
0,0,0,,15,60,1,0,0
0,0,0,,14,28,1,0,0
0,0,0,165,19,44,1,0,0
1,0,0,,15,37,1,0,0
0,0,0,,16,27,0,0,0
0,0,0,,13,61,1,0,0
0,0,0,,11,37,1,0,0
0,0,0,95,12,34,1,0,0
1,0,0,,10,28,1,0,0
0,0,1,,10,38,0,0,0
0,0,0,,15,52,1,1,0
0,0,0,145,17,44,0,0,0
0,0,1,,11,31,1,0,0
0,0,0,135,16,57,0,0,0
0,0,0,,12,18,0,0,0
0,0,0,75,15,27,1,0,0
0,0,1,,21,67,1,0,0
0,0,0,75,14,39,0,0,0
0,0,1,,14,40,1,0,0
0,0,0,50,20,42,1,0,0
0,0,1,,11,39,1,0,0
0,0,0,,13,50,0,0,0
0,0,0,,15,19,1,0,0
0,0,1,,15,46,0,0,0
0,0,1,,14,55,0,0,0
0,0,0,185,21,26,1,0,0
1,0,1,,13,31,1,0,0
0,0,0,135,16,30,0,0,0
0,0,0,175,20,54,1,0,0
0,0,0,135,16,24,1,1,0
0,0,0,,13,25,1,0,0
0,0,1,,13,35,1,0,0
0,0,1,115,14,53,1,0,0
0,0,1,,19,50,1,0,0
0,0,0,75,10,36,1,0,0
0,0,0,75,10,25,1,0,0
0,0,0,,9,27,1,0,1
0,0,0,,13,54,1,0,0
0,0,1,125,15,23,1,0,0
0,0,0,50,17,35,0,0,0
0,0,0,145,17,24,1,1,0
0,0,0,,10,63,0,0,0
0,0,1,,10,49,0,0,0
0,0,1,75,19,22,1,0,0
0,0,0,,10,18,0,0,0
0,0,0,,15,43,1,0,0
1,0,0,,10,28,1,0,0
0,0,1,75,21,26,1,1,0
1,0,1,,17,22,1,1,0
0,0,0,,9,32,1,0,1
0,0,1,175,20,46,1,0,0
1,0,1,,15,37,1,0,0
0,0,1,,17,33,1,0,0
0,0,1,,19,28,1,1,0
0,0,0,125,15,30,1,0,0
0,0,0,,17,25,1,0,0
0,0,1,165,19,20,1,0,0
0,0,0,,11,56,0,0,0
0,0,0,75,19,20,1,0,0
1,0,0,125,15,45,1,0,0
0,1,0,,15,29,1,0,0
0,0,1,,10,26,1,0,0
0,0,1,,17,18,1,0,0
0,0,1,,17,53,1,0,0
0,0,1,75,10,33,1,0,0
1,0,1,,17,67,1,0,0
0,0,1,,16,27,1,0,0
0,0,1,,14,36,0,0,0
0,0,1,,15,36,0,0,0
0,0,0,,18,25,1,0,0
0,0,0,50,16,40,1,0,0
0,1,0,,13,42,1,0,0
1,0,0,155,18,36,1,0,0
0,0,1,,15,29,1,0,0
0,0,0,,10,36,0,0,0
1,0,1,,9,38,1,0,1
0,0,1,,10,26,1,0,0
0,0,1,,10,38,1,0,0
0,0,1,,17,42,1,0,0
0,0,1,,18,19,1,0,0
0,0,1,,11,35,1,0,0
0,0,0,,14,84,1,0,0
0,0,0,75,16,21,0,0,0
0,0,0,,10,29,0,0,0
0,0,1,,13,47,1,0,0
0,0,0,,15,50,1,0,0
0,0,0,145,17,25,1,0,0
0,0,0,,10,35,1,0,0
0,0,1,50,15,24,1,0,0
0,0,0,75,14,71,1,0,0
0,0,0,125,15,27,1,1,0
0,0,1,,15,23,1,0,0
0,0,0,205,23,57,0,0,0
0,0,0,,18,40,1,0,0
0,0,1,,15,54,1,0,0
0,0,1,,15,34,1,0,0
0,0,0,,15,17,0,0,0
1,0,0,,15,31,1,0,0
0,0,1,145,17,38,1,0,0
1,0,0,,14,24,1,0,0
0,0,1,,13,70,0,0,0
0,0,0,,10,23,1,0,0
0,0,0,,10,43,1,0,0
0,0,1,,13,52,1,0,0
0,0,0,105,13,24,1,1,0
0,0,0,,13,46,0,0,0
0,0,0,50,13,43,0,0,0
0,0,0,,10,73,0,0,0
0,0,1,,14,56,1,0,0
0,0,1,50,17,24,1,1,0
0,0,0,75,15,26,1,0,0
0,1,0,175,20,23,1,0,0
0,0,0,,14,55,1,0,0
0,0,0,275,30,43,1,0,0
0,0,0,185,21,32,1,0,0
0,0,0,,14,27,1,0,0
0,0,1,,12,37,0,0,0
0,0,1,75,14,47,1,0,0
0,0,1,,15,24,1,0,0
1,0,1,,15,23,1,0,0
0,0,0,,10,57,1,0,0
0,1,0,,13,26,1,0,0
1,0,1,,18,45,1,0,0
0,0,0,,16,31,0,0,0
0,0,0,,13,30,1,0,1
0,0,0,,10,25,1,0,0
0,0,0,75,19,42,1,0,0
0,0,1,,13,62,1,0,0
0,0,1,,15,31,0,0,0
0,0,1,145,17,27,1,0,0
1,0,0,,10,31,1,0,1
0,0,0,135,16,58,1,0,0
1,0,0,,16,28,1,0,0
0,0,0,75,20,37,1,0,0
0,0,1,,16,23,0,0,0
0,0,1,,8,66,1,0,1
0,0,1,,15,51,1,0,0
0,0,1,95,12,22,1,1,0
0,0,1,,11,30,1,0,0
0,0,0,145,17,27,1,0,0
0,0,0,75,10,24,1,0,0
0,1,0,75,10,24,1,1,0
0,0,0,,13,56,1,0,0
0,0,0,,12,52,1,0,0
0,0,0,175,20,33,1,0,0
0,0,1,,10,49,1,0,0
0,0,1,155,18,63,1,0,0
0,0,0,,13,34,1,0,0
0,0,1,135,16,26,1,0,0
1,0,1,,14,34,1,0,0
0,0,1,75,15,24,1,0,0
0,0,1,,10,28,1,0,0
0,0,0,,11,34,1,0,0
0,0,0,95,12,19,1,0,0
0,0,0,145,17,39,1,0,0
0,0,0,380,45,20,1,0,0
0,0,1,,14,37,1,0,0
0,0,1,125,15,23,0,0,0
0,0,0,,15,54,1,0,0
0,0,1,75,10,18,0,0,0
1,0,0,,15,32,1,0,0
0,0,1,,17,38,0,0,0
0,0,1,,14,55,0,0,0
1,0,1,,15,48,1,0,0
0,0,0,,14,33,1,0,0
0,0,1,,15,45,1,0,0
0,0,0,,21,36,0,0,0
0,0,0,115,14,46,1,0,0
0,0,1,,17,24,1,1,0
0,0,1,,12,54,0,0,0
0,0,0,,16,23,1,0,0
0,0,0,,16,32,1,0,0
0,0,0,,12,53,1,0,0
0,0,0,,13,37,1,0,0
0,0,0,50,15,27,1,0,0
1,0,0,100,18,43,1,0,0
0,0,1,,12,39,0,0,0
0,0,0,50,13,30,1,0,0
0,0,0,,14,20,1,0,0
1,0,1,,13,44,1,0,0
0,0,1,,13,57,1,0,0
1,0,0,75,20,20,1,0,0
0,0,0,,13,23,1,0,0
0,0,0,135,16,28,1,0,0
0,0,0,75,19,55,1,1,0
0,0,1,,10,28,1,0,0
0,0,1,,7,27,1,0,0
0,0,0,,10,45,1,0,0
0,0,0,,14,26,1,0,0
0,0,1,,12,55,1,0,0
0,0,1,,21,34,1,0,0
0,0,0,,18,28,1,0,0
1,0,0,,10,59,1,0,0
0,0,0,75,10,37,0,0,0
0,0,0,185,21,42,1,0,0
0,0,0,,15,73,1,1,0
0,0,1,75,14,28,1,0,0
0,1,0,,15,23,1,0,0
0,0,0,190,24,19,1,0,0
0,0,1,,13,19,1,0,0
0,0,0,,13,44,1,1,0
1,0,0,,15,20,1,0,0
0,0,0,,14,34,1,0,0
0,1,1,95,12,28,1,0,0
0,0,1,,10,64,0,0,0
0,0,0,,13,27,0,0,0
1,0,0,,15,19,1,0,0
0,0,0,,10,21,1,0,0
0,0,0,145,17,21,1,0,0
0,0,0,75,17,23,1,1,0
0,0,0,,15,56,1,0,0
0,0,0,50,13,38,0,0,0
0,0,1,,14,34,1,0,0
0,0,1,125,15,39,1,0,0
0,0,1,,10,27,1,0,0
0,0,0,105,13,34,1,0,0
0,0,0,145,17,55,0,0,0
1,0,0,,14,45,1,0,0
0,0,1,165,19,65,1,0,0
0,1,0,100,15,21,0,0,0
0,0,1,,15,28,1,1,0
0,0,0,,14,54,1,1,0
0,0,1,,9,22,1,0,0
0,0,0,135,16,32,1,0,0
0,0,1,,15,31,0,0,0
0,0,0,,15,19,0,0,0
0,0,1,,12,35,1,0,0
0,0,1,125,15,23,1,0,0
0,0,0,,15,31,1,0,0
0,0,1,,15,63,1,0,0
0,0,0,125,15,40,1,0,0
0,0,1,,12,48,1,0,0
0,0,0,125,15,22,1,0,0
0,0,1,90,14,59,1,0,0
