"","year","city","state","age","hardness","ph","infrate","typhoid_rate","np_tub_rate","mom_rate","population","precipitation","temperature","lead","foreign_share"
"1",1900,"Alameda","CA",28.9548377990723,97,7.59999990463257,0.109756097197533,0.0243902429938316,0.0304878056049347,0.195121943950653,164,1.85030698776245,59.0261688232422,0,0.193548381328583
"2",1900,"Albany","NY",30.3476753234863,43,7.30000019073486,0.298618495464325,0.0414452701807022,0.0138150900602341,0.179596170783043,941,3.27873539924622,45.2679100036621,1,0.184883713722229
"3",1900,"Allegheny","PA",27.0873012542725,111,7.30000019073486,0.446841299533844,0.093990758061409,0.0277349762618542,0.192604005336761,1298,3.35094308853149,48.971492767334,1,0.237301588058472
"4",1900,"Allentown","PA",27.764045715332,176,7.69999980926514,0.384180784225464,0.0282485876232386,0.00564971752464771,0.197740107774734,354,3.35094308853149,48.971492767334,1,0.0786516889929771
"5",1900,"Altoona","PA",27.0375328063965,111,7.30000019073486,0.467866331338882,0.0437017977237701,0.00771208247169852,0.182519286870956,389,3.35094308853149,48.971492767334,0,0.112600535154343
"6",1900,"Amsterdam","NY",28.6098899841309,43,7.30000019073486,0.306220084428787,0.0143540669232607,0.0191387552767992,0.162679418921471,209,3.27873539924622,45.2679100036621,1,0.252747267484665
"7",1900,"Ann Arbor","MI",28.1297702789307,269,8,0.131034478545189,0.0275862067937851,0.0482758618891239,0.165517240762711,145,2.61005115509033,44.5486831665039,0,0.106870226562023
"8",1900,"Atlanta","GA",25.7522220611572,15,6.80000019073486,0.524498879909515,0.074610248208046,0.0267260577529669,0.231625840067863,898,4.16537284851074,63.8244171142578,1,0.0233333334326744
"9",1900,"Atlantic City","NJ",28.761905670166,12,6.19999980926514,0.438848912715912,0.0251798555254936,0.0359712243080139,0.276978403329849,278,3.75226616859436,52.1902046203613,0,0.129251703619957
"10",1900,"Auburn","NY",28.2818183898926,120,6.80000019073486,0.346534639596939,0.0462046191096306,0.0363036319613457,0.184818476438522,303,3.27873539924622,45.2679100036621,0,0.196969702839851
"11",1900,"Augusta","ME",29.577320098877,9,6.90000009536743,0.396551728248596,0.0431034490466118,0.0431034490466118,0.137931033968925,116,3.58091378211975,41.250732421875,0,0.154639169573784
"12",1900,"Baltimore","MD",26.738374710083,47,7.30000019073486,0.526233077049255,0.0389074459671974,0.0190607197582722,0.198467284440994,5089,3.59182024002075,53.7739028930664,0,0.147323176264763
"13",1900,"Bangor","ME",32.6071434020996,9,6.90000009536743,0.211009174585342,0.0229357797652483,0.027522936463356,0.238532111048698,218,3.58091378211975,41.250732421875,0,0.21875
"14",1900,"Bath","ME",27.050724029541,9,6.90000009536743,0.413461536169052,0.00961538497358561,0.0192307699471712,0.240384608507156,104,3.58091378211975,41.250732421875,0,0.21014492213726
